state,municipality,address,banner,posted,type,region,group,link
QC,Montreal,138 Atwater Ave,Marche Atwater,5/9/2018,Snapshot,QUEBEC,MONTREAL,https://www.marketreportblog.com/2018/05/snapshot-marche-atwater-montreal-qc.html
QC,Montreal,4400 Wellington St,Marche Frais Wellington,5/11/2018,Snapshot,QUEBEC,MONTREAL,https://www.marketreportblog.com/2018/05/snapshot-marche-frais-wellington.html
QC,Montreal,4500 Wellington St,IGA,5/14/2018,Tour,QUEBEC,MONTREAL,https://www.marketreportblog.com/2018/05/tour-iga-4500-wellington-montreal-qc.html
QC,Montreal,3819 Wellington St,Chez Robin Marche Local,5/16/2018,Look Inside,QUEBEC,MONTREAL,https://www.marketreportblog.com/2018/05/look-inside-chez-robin-marche-local.html
QC,Montreal,4335 Wellington St,Marche Inter-Asia,5/18/2018,Look Inside,QUEBEC,MONTREAL,https://www.marketreportblog.com/2018/05/look-inside-marche-inter-asia-montreal.html
QC,Montreal,349 de l'Eglise St,Metro,5/21/2018,Snapshot,QUEBEC,MONTREAL,https://www.marketreportblog.com/2018/05/snapshot-metro-349-rue-de-leglise.html
QC,Montreal,4307 Wellington St,Marche Jasmin,5/23/2018,Snapshot,QUEBEC,MONTREAL,https://www.marketreportblog.com/2018/05/snapshot-marche-jasmin-montreal-qc.html
QC,Saint-Lambert,299 Blvd Sir-Wilfrid-Laurier,IGA,5/25/2018,Snapshot,QUEBEC,MONTREAL,https://www.marketreportblog.com/2018/05/snapshot-unidentified-iga-near-montreal.html
QC,Montreal,1420 Fort St,Supermarche PA,5/28/2018,Look Inside,QUEBEC,MONTREAL,https://www.marketreportblog.com/2018/05/look-inside-supermarche-pa-1420-rue-du.html
QC,Montreal,147 Atwater Ave,Super C,5/30/2018,Snapshot,QUEBEC,MONTREAL,https://www.marketreportblog.com/2018/05/snapshot-super-c-147-atwater-montreal-qc.html
NJ,West Orange,471 NJ-10,A&P (former),6/1/2018,Snapshot,NORTHERN NJ,,https://www.marketreportblog.com/2018/06/snapshot-former-471-nj-10-west-orange-nj.html
NY,White Plains,68 W Post Rd,City Fresh Market,6/2/2018,Snapshot,ROCKLAND / WESTCHESTER,,https://www.marketreportblog.com/2018/06/snapshot-city-fresh-market-white-plains.html
NJ,Caldwell,370 Bloomfield Ave,Foodtown,6/4/2018,Tour,NORTHERN NJ,,https://www.marketreportblog.com/2021/03/update-foodtown-caldwell-nj.html
NJ,Summit,1 Ashwood Ave,Arenas Farmers Market,6/8/2018,Snapshot,NORTHERN NJ,,https://www.marketreportblog.com/2018/06/snapshot-arenas-farmers-market-summit-nj.html
NJ,Paramus,60 NJ-17 N,Hmart,6/9/2018,Tour,NORTHERN NJ,,https://www.marketreportblog.com/2018/06/tour-hmart-paramus-nj.html
NJ,Dover,36-42 W Blackwell St,Bravo Supermarkets,6/11/2018,Tour,NORTHERN NJ,,https://www.marketreportblog.com/2018/06/tour-bravo-dover-nj.html
CT,New London,332 S Frontage Rd,NSA Supermarkets,6/12/2018,Revisit,CONNECTICUT,,https://www.marketreportblog.com/2018/06/revisit-nsa-new-london-ct.html
NJ,South Bound Brook,84 Main St,Fresh Market (former),6/15/2018,Snapshot,CENTRAL NJ,,https://www.marketreportblog.com/2018/06/snapshot-former-fresh-market-south.html
NJ,Paterson,465 Getty Ave,SuperFresh,6/16/2018,Revisit,NORTHERN NJ,,https://www.marketreportblog.com/2018/06/revisit-superfresh-paterson-nj.html
NJ,Newark,75 1st St,Food Depot,6/18/2018,Tour,NORTHERN NJ,,https://www.marketreportblog.com/2018/06/tour-food-depot-newark-nj.html
NJ,Fairview,289 Bergen Ave,SuperFresh,6/19/2018,Revisit,NORTHERN NJ,,https://www.marketreportblog.com/2018/06/revisit-superfresh-fairview-nj.html
NJ,North Plainfield,1011 US-22,Asian Food Markets,6/22/2018,Snapshot,CENTRAL NJ,,https://www.marketreportblog.com/2018/06/snapshot-asian-food-markets-north.html
NC,Carrboro,101 E Weaver St,Weaver Street Market,6/25/2018,Tour,NORTH CAROLINA,,https://www.marketreportblog.com/2018/06/tour-weaver-street-market-carrboro-nc.html
NJ,Bloomfield,19 Belleville Ave,SuperFresh Food World,6/26/2018,Revisit,NORTHERN NJ,,https://www.marketreportblog.com/2018/06/revisit-superfresh-food-world.html
NJ,Millburn,778 Morris Tpk,Kings Food Markets,6/29/2018,Snapshot,NORTHERN NJ,,https://www.marketreportblog.com/2018/06/snapshot-kings-food-markets-millburn-nj.html
NJ,West Orange,1 Rooney Cir,ShopRite,7/2/2018,Tour,NORTHERN NJ,,https://www.marketreportblog.com/2018/07/tour-shoprite-west-orange-nj.html
NJ,North Plainfield,780 US-22,ACME Markets (former),7/6/2018,Snapshot,CENTRAL NJ,,https://www.marketreportblog.com/2018/07/snapshot-former-acme-north-plainfield-nj.html
NJ,South Orange,1 S Orange Ave,Ashley Marketplace,7/9/2018,Look Inside,NORTHERN NJ,,https://www.marketreportblog.com/2018/07/look-inside-ashley-marketplace-south.html
NJ,New Providence,1260 Springfield Ave,ACME Markets,7/13/2018,Snapshot,NORTHERN NJ,,https://www.marketreportblog.com/2018/07/snapshot-acme-new-providence-nj.html
NJ,Orange,321 Scotland Rd,Bravo Supermarkets,7/16/2018,Tour,NORTHERN NJ,,https://www.marketreportblog.com/2018/07/tour-bravo-orange-nj.html
NJ,Plainsboro,10 Schalks Crossing Rd,SuperFresh,7/17/2018,Tour,NORTHERN NJ,,https://www.marketreportblog.com/2018/07/tour-superfresh-plainsboro-nj.html
NY,Manhattan,7 E 14th St,Garden of Eden Marketplace,7/20/2018,Snapshot,NYC,,https://www.marketreportblog.com/2018/07/snapshot-garden-of-eden-manhattan-ny.html
NJ,Elizabeth,333 N Broad St,B-Town Market Fresh,7/21/2018,Tour,NORTHERN NJ,,https://www.marketreportblog.com/2018/07/tour-b-town-market-fresh-elizabeth-nj.html
NJ,Roselle,1427 E St Georges Ave,Eagle Supermarket,7/23/2018,Tour,NORTHERN NJ,,https://www.marketreportblog.com/2018/07/tour-eagle-supermarket-roselle-nj.html
NC,Carrboro,309 E Main St,Former Supermarket,7/27/2018,Snapshot,NORTH CAROLINA,,https://www.marketreportblog.com/2018/07/snapshot-1920s-supermarket-carrboro-nc.html
NC,Carrboro,305 E Main St,Former Supermarket,7/30/2018,Snapshot,NORTH CAROLINA,,https://www.marketreportblog.com/2018/07/snapshot-1940s-supermarket-carrboro-nc.html
NC,Carrboro,300 E Main St,Former Supermarket,8/2/2018,Snapshot,NORTH CAROLINA,,https://www.marketreportblog.com/2018/08/snapshot-1970s-supermarket-carrboro-nc.html
MD,Belcamp,1321 Riverside Pkwy,ShopRite,8/3/2018,Snapshot,GREATER BALTIMORE,,https://www.marketreportblog.com/2018/08/snapshot-shoprite-belcamp-md.html
NJ,Morristown,30 Lafayette Ave,Morris Gourmet Farm,8/6/2018,Tour,NORTHERN NJ,,https://www.marketreportblog.com/2018/08/tour-former-shoprite-morris-gourmet.html
NJ,Newark,82 Bloomfield Ave,Food Plaza Supermarket,8/7/2018,Snapshot,NORTHERN NJ,,https://www.marketreportblog.com/2018/08/snapshot-food-plaza-newark-nj.html
NC,Carrboro,310 N Greensboro St,Harris Teeter,8/9/2018,Look Inside,NORTH CAROLINA,,https://www.marketreportblog.com/2018/08/look-inside-harris-teeter-carrboro-nc.html
NJ,Denville,559 E Main St,Foodtown,8/13/2018,Tour,NORTHERN NJ,,https://www.marketreportblog.com/2018/08/tour-foodtown-denville-nj.html
NJ,Clifton,1578 Main Ave,Corrado's Market,8/14/2018,Snapshot,NORTHERN NJ,,https://www.marketreportblog.com/2018/08/snapshot-corrados-clifton-nj.html
NJ,Roselle,445 1st Ave,Los Primos Supermarket,8/16/2018,Snapshot,NORTHERN NJ,,https://www.marketreportblog.com/2018/08/snapshot-los-primos-roselle-nj.html
NJ,Dover,120 E Blackwell St,Food Depot (former),8/17/2018,Snapshot,NORTHERN NJ,,https://www.marketreportblog.com/2018/08/snapshot-former-food-depot-dover-nj.html
NC,Chapel Hill,"752 Martin Luther King, Jr Blvd",A&P (former),8/20/2018,Look Inside,NORTH CAROLINA,,https://www.marketreportblog.com/2018/08/look-inside-former-chapel-hill-nc.html
NJ,Elizabeth,838 E Grand St,Extra Supermarket,8/20/2018,Snapshot,NORTHERN NJ,,https://www.marketreportblog.com/2018/08/snapshot-extra-supermarket-elizabeth-nj.html
VA,Stafford,1505 Stafford Market Pl,Shoppers Food Warehouse,8/21/2018,Snapshot,VIRGINIA,,https://www.marketreportblog.com/2018/08/snapshot-shoppers-food-warehouse.html
NJ,Newark,123 Ferry St,Seabra Foods,8/22/2018,Snapshot,NORTHERN NJ,,https://www.marketreportblog.com/2018/08/snapshot-seabra-foods-newark-nj.html
NJ,Morristown,66 Morris St,A&P (former),8/23/2018,Snapshot,NORTHERN NJ,,https://www.marketreportblog.com/2018/08/snapshot-former-morristown-nj.html
NJ,Hanover,831 NJ-10,Farmtastic Supermarket (former),8/27/2018,Snapshot,NORTHERN NJ,,https://www.marketreportblog.com/2018/08/snapshot-former-farmtastic-market.html
NJ,Summit,29 Deforest Ave,Grand Union (former),8/28/2018,Snapshot,NORTHERN NJ,,https://www.marketreportblog.com/2018/08/snapshot-former-grand-union-summit-nj.html
FL,Tampa,7733 W Hillsborough Ave,Bravo Supermarkets,8/29/2018,Tour,FLORIDA,TAMPA,https://www.marketreportblog.com/2018/08/tour-bravo-7733-tampa-fl.html
FL,Tampa,402 E Sligh Ave,Huracan Supermarket,8/30/2018,Snapshot,FLORIDA,TAMPA,https://www.marketreportblog.com/2018/08/snapshot-huracan-supermarket-tampa-fl.html
FL,Tampa,502 E Sligh Ave,House of Meats,8/31/2018,Snapshot,FLORIDA,TAMPA,https://www.marketreportblog.com/2018/08/snapshot-house-of-meats-tampa-fl.html
FL,Tampa,4340 W Hillsborough Ave,Bravo Supermarkets,9/3/2018,Tour,FLORIDA,TAMPA,https://www.marketreportblog.com/2018/09/tour-bravo-4340-tampa-fl.html
FL,Tampa,4019 W Hillsborough Ave,Tropical Supermarket,9/4/2018,Look Inside,FLORIDA,TAMPA,https://www.marketreportblog.com/2018/09/look-inside-tropical-supermarket-tampa.html
FL,Tampa,4021 W Hillsborough Ave,Kim Bros. Oriental Market,9/5/2018,Snapshot,FLORIDA,TAMPA,https://www.marketreportblog.com/2018/09/snapshot-kim-bros-market-tampa-fl.html
FL,Tampa,4807 S Himes Ave,South Tampa Fresh Market (former),9/6/2018,Snapshot,FLORIDA,TAMPA,https://www.marketreportblog.com/2018/09/snapshot-south-tampa-fresh-market-tampa.html
FL,Tampa,1618 E 7th Ave,Ybor Supermarket,9/7/2018,Snapshot,FLORIDA,TAMPA,https://www.marketreportblog.com/2018/09/snapshot-ybor-supermarket-tampa-fl.html
FL,Tampa,1821 E 7th Ave,Ybor City Foodmart,9/10/2018,Snapshot,FLORIDA,TAMPA,https://www.marketreportblog.com/2018/09/snapshot-ybor-city-food-mart-tampa-fl.html
FL,Tampa,1816 E 7th Ave,Demmi's Market (former),9/11/2018,Snapshot,FLORIDA,TAMPA,https://www.marketreportblog.com/2018/09/snapshot-former-demmis-market-tampa-fl.html
FL,Indian Rocks Beach,353 Gulf Blvd,CVS,9/12/2018,Snapshot,FLORIDA,TAMPA,https://www.marketreportblog.com/2018/09/look-inside-cvs-indian-rocks-beach-fl.html
FL,Tampa,1507 E 7th Ave,WT Grant (former),9/13/2018,Snapshot,FLORIDA,TAMPA,https://www.marketreportblog.com/2018/09/snapshot-former-wt-grant-tampa-fl.html
NJ,Jersey City,360 Martin Luther King Dr,Extra Supermarket,9/17/2018,Tour,NORTHERN NJ,,https://www.marketreportblog.com/2018/09/tour-extra-supermarket-jersey-city-nj.html
NJ,Jersey City,320 Martin Luther King Dr,Pioneer Supermarkets,9/18/2018,Tour,NORTHERN NJ,,https://www.marketreportblog.com/2018/09/tour-pioneer-supermarket-jersey-city-nj.html
NJ,Newark,535 S Orange Ave,Progreso Mini Market,9/19/2018,Snapshot,NORTHERN NJ,,https://www.marketreportblog.com/2018/09/snapshot-progreso-mini-market-newark-nj.html
NJ,Newark,749 S Orange Ave,Regio Supermarket,9/20/2018,Snapshot,NORTHERN NJ,,https://www.marketreportblog.com/2018/09/snapshot-regio-supermarket-newark-nj.html
NJ,Elizabeth,1102 Elizabeth Ave,Eagle Supermarket,9/24/2018,Look Inside,NORTHERN NJ,,https://www.marketreportblog.com/2018/09/look-inside-eagle-supermarket-elizabeth.html
NJ,Elizabeth,1081 Elizabeth Ave,La Despensa del Ahorro,9/25/2018,Snapshot,NORTHERN NJ,,https://www.marketreportblog.com/2018/09/snapshot-la-despensa-del-ahorro.html
NJ,Newark,1011 S Orange Ave,Joe's Market,9/26/2018,Snapshot,NORTHERN NJ,,https://www.marketreportblog.com/2018/09/snapshot-joes-market-newark-nj.html
NJ,Jersey City,503 Westside Ave,Bravo Supermarkets,9/27/2018,Snapshot,NORTHERN NJ,,https://www.marketreportblog.com/2018/09/snapshot-bravo-supermarket-jersey-city.html
NJ,Jersey City,759 Westside Ave,Fine Fare Supermarkets,9/28/2018,Snapshot,NORTHERN NJ,,https://www.marketreportblog.com/2018/09/snapshot-fine-fare-jersey-city-nj.html
NY,Manhattan,560 W 125th St,CTown Supermarkets,10/1/2018,Tour,NORTHERN NJ,,https://www.marketreportblog.com/2018/10/tour-ctown-560-w-125th-manhattan-ny.html
NJ,Fairfield,397 US-46,A&P (former),10/2/2018,Snapshot,NORTHERN NJ,,https://www.marketreportblog.com/2018/10/snapshot-former-fairfield-nj.html
PA,Schaefferstown,2495 Stiegel Pk,Dutch-Way Farm Market,10/3/2018,Tour,GREATER HARRISBURG,,https://www.marketreportblog.com/2018/10/tour-dutch-way-farm-market.html
PA,Pittsburgh,3609 Forbes Ave,Market on Forbes IGA (former),10/4/2018,Revisit,GREATER PITTSBURGH,,https://www.marketreportblog.com/2018/10/revisit-former-iga-market-on-forbes.html
NJ,Newark,71 Mt Vernon Pl,Pioneer Supermarkets,10/5/2018,Snapshot,NORTHERN NJ,,https://www.marketreportblog.com/2018/10/snapshot-pioneer-newark-nj.html
NJ,Newark,633 Broad St,Whole Foods Market,10/8/2018,Tour,NORTHERN NJ,,https://www.marketreportblog.com/2018/10/tour-whole-foods-market-newark-nj.html
NJ,Summit,423 Springfield Ave,Summit Food Market (former),10/9/2018,Snapshot,NORTHERN NJ,,https://www.marketreportblog.com/2018/10/snapshot-former-summit-food-market.html
NY,West Hempstead,496 Hempstead Tpk,Cherry Valley Marketplace,10/10/2018,Snapshot,LONG ISLAND,,https://www.marketreportblog.com/2018/10/snapshot-cherry-valley-west-hempstead-ny.html
NJ,Livingston,255 S Livingston Ave,Kings Food Markets,10/11/2018,Look Inside,NORTHERN NJ,,https://www.marketreportblog.com/2018/10/look-inside-kings-food-market.html
PA,East Earl,1324 Main St,Shady Maple Farm Market,10/12/2018,Snapshot,LANCASTER,,https://www.marketreportblog.com/2018/10/snapshot-shady-maple-farm-market-east.html
NJ,Union,1201 Stuyvesant Ave,Stop & Shop,10/15/2018,Tour,NORTHERN NJ,,https://www.marketreportblog.com/2018/10/tour-stop-shop-union-nj.html
DC,Washington,4851 Massachusetts Ave NW,Giant Food (former),10/16/2018,Snapshot,GREATER WASHINGTON DC,,https://www.marketreportblog.com/2018/10/snapshot-former-giant-nw-washington-dc.html
NJ,Parsippany,435 N Beverwyck Rd,Foodtown,10/18/2018,Revisit,NORTHERN NJ,,https://www.marketreportblog.com/2018/10/revisit-foodtown-lake-hiawatha-nj.html
MD,Perryville,5301 Pulaski Hwy,Food Lion,10/19/2018,Snapshot,GREATER BALTIMORE,,https://www.marketreportblog.com/2018/10/snapshot-food-lion-perryville-md.html
NJ,Irvington,10 Mill Rd,City Supermarkets,10/22/2018,Tour,NORTHERN NJ,,https://www.marketreportblog.com/2018/10/tour-city-supermarket-irvington-nj.html
NJ,Elizabeth,801 Newark Ave,Stop & Shop,10/23/2018,Snapshot,NORTHERN NJ,,https://www.marketreportblog.com/2018/10/snapshot-stop-shop-elizabeth-nj.html
NY,Monsey,59 NY-59,Evergreen Supermarket,10/24/2018,Snapshot,NORTHERN NJ,,https://www.marketreportblog.com/2018/10/snapshot-evergreen-supermarket-monsey-ny.html
NJ,Orange,321 Scotland Rd,Bravo Supermarkets,10/25/2018,Revisit,NORTHERN NJ,,https://www.marketreportblog.com/2018/10/revisit-bravo-orange-nj.html
NJ,Orange,53 Jefferson St,Super Supermarket,10/25/2018,Revisit,NORTHERN NJ,,https://www.marketreportblog.com/2018/06/revisit-super-supermarket-orange-nj.html
NC,Carrboro,110 W Main St,Little Burma Asian Market,10/26/2018,Snapshot,NORTH CAROLINA,,https://www.marketreportblog.com/2018/10/snapshot-little-burma-asian-market.html
NJ,Harrison,429 Bergen St,Seabra Foods,10/30/2018,Tour,NORTHERN NJ,,https://www.marketreportblog.com/2018/10/tour-seabra-foods-harrison-nj.html
NY,Manhattan,431 W 16th St,Western Beef Supermarket,11/1/2018,Look Inside,NYC,,https://www.marketreportblog.com/2018/11/look-inside-western-beef-chelsea.html
RI,Providence,863 Broad St,America's Food Basket,11/2/2018,Tour,RHODE ISLAND,,https://www.marketreportblog.com/2018/11/tour-americas-food-basket-providence-ri.html
NJ,Clifton,218 Dayton Ave,Super Exito Supermarket,11/5/2018,Tour,NORTHERN NJ,,https://www.marketreportblog.com/2018/11/tour-super-exito-clifton-nj.html
NJ,Livingston,277 Eisenhower Pkwy,ALDI,11/7/2018,Snapshot,NORTHERN NJ,,https://www.marketreportblog.com/2018/11/snapshot-aldi-livingston-nj.html
NJ,Millburn,220 Main St,ShopRite,11/8/2018,Snapshot,NORTHERN NJ,,https://www.marketreportblog.com/2018/11/snapshot-shoprite-millburn-nj.html
NY,Brooklyn,4118 3rd Ave,Food Universe Marketplace,11/12/2018,Tour,NYC,BAY RIDGE - SUNSET PARK,https://www.marketreportblog.com/2018/11/tour-food-universe-sunset-park.html
NY,Brooklyn,4320 5th Ave,Key Food Supermarkets,11/13/2018,Tour,NYC,BAY RIDGE - SUNSET PARK,https://www.marketreportblog.com/2018/11/tour-key-food-sunset-park.html
NY,Brooklyn,4401 5th Ave,El Rancho Nuevo Supermarket,11/14/2018,Snapshot,NYC,BAY RIDGE - SUNSET PARK,https://www.marketreportblog.com/2018/11/snapshot-el-rancho-sunset-park.html
NY,Brooklyn,4508 5th Ave,Strawberry Field Market,11/15/2018,Tour,NYC,BAY RIDGE - SUNSET PARK,https://www.marketreportblog.com/2018/11/tour-strawberry-field-sunset-park.html
NY,Brooklyn,4808 4th Ave,Bravo Supermarkets,11/16/2018,Tour,NYC,BAY RIDGE - SUNSET PARK,https://www.marketreportblog.com/2018/11/tour-bravo-north-sunset-park.html
NY,Brooklyn,4705 5th Ave,CTown Supermarkets,11/19/2018,Tour,NYC,BAY RIDGE - SUNSET PARK,https://www.marketreportblog.com/2018/11/tour-ctown-sunset-park.html
NY,Brooklyn,4713 5th Ave,La Vaquita Meat & Produce,11/20/2018,Snapshot,NYC,BAY RIDGE - SUNSET PARK,https://www.marketreportblog.com/2018/11/snapshot-la-vaquita-sunset-park.html
NY,Brooklyn,5009 6th Ave,City Fresh Market,11/21/2018,Tour,NYC,BAY RIDGE - SUNSET PARK,https://www.marketreportblog.com/2018/11/tour-city-fresh-market-sunset-park.html
NY,Brooklyn,5818 4th Ave,Bravo Supermarkets,11/22/2018,Tour,NYC,BAY RIDGE - SUNSET PARK,https://www.marketreportblog.com/2018/11/tour-bravo-south-sunset-park.html
NY,Brooklyn,5801 4th Ave,Green Village Supermarket,11/23/2018,Snapshot,NYC,BAY RIDGE - SUNSET PARK,https://www.marketreportblog.com/2018/11/snapshot-green-village-sunset-park.html
NJ,West Orange,629 Eagle Rock Ave,ACME Markets (former),11/24/2018,Look Inside,NORTHERN NJ,,https://www.marketreportblog.com/2018/11/look-inside-arons-west-orange-nj.html
NJ,West Orange,629 Eagle Rock Ave,Aron's West Orange,11/24/2018,Look Inside,NORTHERN NJ,,https://www.marketreportblog.com/2018/11/look-inside-arons-west-orange-nj.html
MA,Worcester,300 Pleasant St,Eddie's Super Plaza,11/25/2018,Look Inside,GREATER WORCESTER,,https://www.marketreportblog.com/2018/11/look-inside-eddies-super-plaza.html
NY,Brooklyn,5623 5th Ave,Mini Market Max,11/26/2018,Snapshot,NYC,BAY RIDGE - SUNSET PARK,https://www.marketreportblog.com/2018/11/snapshot-mini-market-max-sunset-park.html
NY,Brooklyn,5612 5th Ave,Pioneer Supermarkets,11/27/2018,Tour,NYC,BAY RIDGE - SUNSET PARK,https://www.marketreportblog.com/2018/11/tour-pioneer-sunset-park.html
NY,Brooklyn,5712 5th Ave,Mi Pueblito Market,11/28/2018,Snapshot,NYC,BAY RIDGE - SUNSET PARK,https://www.marketreportblog.com/2018/11/snapshot-mi-pueblito-market-sunset-park.html
NY,Brooklyn,5724 5th Ave,AM1 Grocery,11/29/2018,Snapshot,NYC,BAY RIDGE - SUNSET PARK,https://www.marketreportblog.com/2018/11/snapshot-am1-grocery-sunset-park.html
NY,Brooklyn,5817 5th Ave,Met Foodmarkets,11/30/2018,Tour,NYC,BAY RIDGE - SUNSET PARK,https://www.marketreportblog.com/2018/11/tour-met-foods-sunset-park.html
NY,Brooklyn,5824 5th Ave,Stop 1 Food Markets,12/4/2018,Snapshot,NYC,BAY RIDGE - SUNSET PARK,https://www.marketreportblog.com/2018/12/snapshot-stop-1-deli-sunset-park.html
NY,Brooklyn,6002 5th Ave,Fresh Green Farm,12/5/2018,Snapshot,NYC,BAY RIDGE - SUNSET PARK,https://www.marketreportblog.com/2018/12/snapshot-fresh-green-farm-sunset-park.html
NY,Brooklyn,242 Bay Ridge Ave,Key Food Supermarkets,12/6/2018,Tour,NYC,BAY RIDGE - SUNSET PARK,https://www.marketreportblog.com/2018/12/tour-key-food-bay-ridge.html
NY,Brooklyn,6821 4th Ave,Sakman Grill & Gourmet,12/7/2018,Snapshot,NYC,BAY RIDGE - SUNSET PARK,https://www.marketreportblog.com/2018/12/snapshot-sakman-grill-gourmet-bay-ridge.html
NY,Brooklyn,6918 4th Ave,Bay Ridge Marketplace (former),12/10/2018,Snapshot,NYC,BAY RIDGE - SUNSET PARK,https://www.marketreportblog.com/2018/12/snapshot-bay-ridge-marketplace-former.html
NY,Brooklyn,6720 5th Ave,Leader Halal Meat,12/11/2018,Snapshot,NYC,BAY RIDGE - SUNSET PARK,https://www.marketreportblog.com/2018/12/snapshot-leader-halal-meat-bay-ridge.html
NY,Brooklyn,6824 5th Ave,5th Ave King Halal Market,12/12/2018,Snapshot,NYC,BAY RIDGE - SUNSET PARK,https://www.marketreportblog.com/2018/12/snapshot-5th-ave-king-halal-market-bay.html
NY,Brooklyn,7414 3rd Ave,Key Food Marketplace,12/13/2018,Tour,NYC,BAY RIDGE - SUNSET PARK,https://www.marketreportblog.com/2018/12/tour-key-food-marketplace-bay-ridge.html
NY,Brooklyn,7510 5th Ave,CTown Supermarkets,12/14/2018,Tour,NYC,BAY RIDGE - SUNSET PARK,https://www.marketreportblog.com/2018/12/tour-ctown-bay-ridge.html
NY,Brooklyn,7918 3rd Ave,Shop Fair Supermarkets,12/17/2018,Tour,NYC,BAY RIDGE - SUNSET PARK,https://www.marketreportblog.com/2018/12/tour-shop-fair-supermarket-bay-ridge.html
